"","long","lat","group","order","region","subregion"
"60725",73.5283203125,4.24331045150757,969,60725,"Maldives","2"
"69223",88.0241165161133,27.4088859558105,1098,69223,"Nepal",NA
"69231",88.0269546508789,26.39501953125,1098,69231,"Nepal",NA
"69239",87.1668014526367,26.3942375183105,1098,69239,"Nepal",NA
"69247",86.3661193847656,26.5744132995605,1098,69247,"Nepal",NA
"69255",85.6998977661133,26.7816410064697,1098,69255,"Nepal",NA
"69263",85.1515655517578,26.8466300964355,1098,69263,"Nepal",NA
"69271",84.6407241821289,27.2498531341553,1098,69271,"Nepal",NA
"69279",83.7469711303711,27.3959465026855,1098,69279,"Nepal",NA
"69287",82.9328155517578,27.4676761627197,1098,69287,"Nepal",NA
"69295",82.0370101928711,27.9005870819092,1098,69295,"Nepal",NA
"69303",81.3108444213867,28.1763668060303,1098,69303,"Nepal",NA
"69311",80.6712875366211,28.5962390899658,1098,69311,"Nepal",NA
"69319",80.1496047973633,28.7760753631592,1098,69319,"Nepal",NA
"69327",80.2548828125,29.4233417510986,1098,69327,"Nepal",NA
"69335",80.9076232910156,30.1719226837158,1098,69335,"Nepal",NA
"69343",81.6418914794922,30.3875007629395,1098,69343,"Nepal",NA
"69351",82.6408233642578,29.8311996459961,1098,69351,"Nepal",NA
"69359",83.6710968017578,29.1875972747803,1098,69359,"Nepal",NA
"69367",84.3121109008789,28.8681163787842,1098,69367,"Nepal",NA
"69375",84.8550796508789,28.5536136627197,1098,69375,"Nepal",NA
"69383",85.2121047973633,28.2926254272461,1098,69383,"Nepal",NA
"69391",86.0641632080078,27.9347171783447,1098,69391,"Nepal",NA
"69399",86.4849624633789,27.9395503997803,1098,69399,"Nepal",NA
"69407",86.9337844848633,27.9684562683105,1098,69407,"Nepal",NA
"69415",87.8607406616211,27.8860855102539,1098,69415,"Nepal",NA
"70467",76.927734375,35.3466300964355,1117,70467,"Pakistan",NA
"70475",76.7575225830078,34.8778305053711,1117,70475,"Pakistan",NA
"70483",75.9382858276367,34.612548828125,1117,70483,"Pakistan",NA
"70491",74.9518508911133,34.6458511352539,1117,70491,"Pakistan",NA
"70499",73.8831024169922,34.529052734375,1117,70499,"Pakistan",NA
"70507",73.9382781982422,34.144775390625,1117,70507,"Pakistan",NA
"70515",74.2508773803711,33.9460945129395,1117,70515,"Pakistan",NA
"70523",74.1312561035156,33.5450668334961,1117,70523,"Pakistan",NA
"70531",74.0491180419922,33.1434059143066,1117,70531,"Pakistan",NA
"70539",74.3545837402344,32.7686996459961,1117,70539,"Pakistan",NA
"70547",74.7888717651367,32.4578132629395,1117,70547,"Pakistan",NA
"70555",75.1387710571289,32.1047859191895,1117,70555,"Pakistan",NA
"70563",74.5939407348633,31.4653797149658,1117,70563,"Pakistan",NA
"70571",74.38037109375,30.8934059143066,1117,70571,"Pakistan",NA
"70579",73.9333953857422,30.2220706939697,1117,70579,"Pakistan",NA
"70587",73.2311477661133,29.5506362915039,1117,70587,"Pakistan",NA
"70595",72.17919921875,28.4217758178711,1117,70595,"Pakistan",NA
"70603",71.1847610473633,27.8316402435303,1117,70603,"Pakistan",NA
"70611",70.4885787963867,28.0231437683105,1117,70611,"Pakistan",NA
"70619",69.7248077392578,27.3126945495605,1117,70619,"Pakistan",NA
"70627",69.5069351196289,26.74267578125,1117,70627,"Pakistan",NA
"70635",70.1492156982422,26.3475589752197,1117,70635,"Pakistan",NA
"70643",70.505859375,25.685302734375,1117,70643,"Pakistan",NA
"70651",70.8777313232422,25.06298828125,1117,70651,"Pakistan",NA
"70659",70.9732437133789,24.4874038696289,1117,70659,"Pakistan",NA
"70667",70.7672805786133,24.2454109191895,1117,70667,"Pakistan",NA
"70675",70.2890625,24.3562984466553,1117,70675,"Pakistan",NA
"70683",69.5591812133789,24.2730960845947,1117,70683,"Pakistan",NA
"70691",68.8283233642578,24.2640132904053,1117,70691,"Pakistan",NA
"70699",68.4886703491211,23.9672355651855,1117,70699,"Pakistan",NA
"70707",68.0370101928711,23.8482418060303,1117,70707,"Pakistan",NA
"70715",67.5630874633789,23.8818359375,1117,70715,"Pakistan",NA
"70723",67.2886734008789,24.3677730560303,1117,70723,"Pakistan",NA
"70731",66.5338821411133,25.484375,1117,70731,"Pakistan",NA
"70739",66.4676818847656,25.4453125,1117,70739,"Pakistan",NA
"70747",64.7766571044922,25.3073253631592,1117,70747,"Pakistan",NA
"70755",63.9355506896973,25.342529296875,1117,70755,"Pakistan",NA
"70763",62.6647453308105,25.2647953033447,1117,70763,"Pakistan",NA
"70771",62.0894508361816,25.1553211212158,1117,70771,"Pakistan",NA
"70779",61.6618156433105,25.7512702941895,1117,70779,"Pakistan",NA
"70787",62.0890617370605,26.3182621002197,1117,70787,"Pakistan",NA
"70795",62.6364288330078,26.5936527252197,1117,70795,"Pakistan",NA
"70803",63.2503929138184,26.8792476654053,1117,70803,"Pakistan",NA
"70811",62.9154281616211,27.2184085845947,1117,70811,"Pakistan",NA
"70819",62.7823257446289,27.800537109375,1117,70819,"Pakistan",NA
"70827",62.35302734375,28.4147472381592,1117,70827,"Pakistan",NA
"70835",61.337890625,29.2649898529053,1117,70835,"Pakistan",NA
"70843",62.0009727478027,29.5304183959961,1117,70843,"Pakistan",NA
"70851",64.26611328125,29.5069332122803,1117,70851,"Pakistan",NA
"70859",65.4709930419922,29.6515617370605,1117,70859,"Pakistan",NA
"70867",66.2384796142578,30.109619140625,1117,70867,"Pakistan",NA
"70875",66.5667953491211,30.9965839385986,1117,70875,"Pakistan",NA
"70883",67.2873001098633,31.2178230285645,1117,70883,"Pakistan",NA
"70891",67.5782165527344,31.5064945220947,1117,70891,"Pakistan",NA
"70899",68.4432601928711,31.7544918060303,1117,70899,"Pakistan",NA
"70907",69.0831069946289,31.7384757995605,1117,70907,"Pakistan",NA
"70915",69.4045944213867,32.7642555236816,1117,70915,"Pakistan",NA
"70923",70.2841796875,33.3690414428711,1117,70923,"Pakistan",NA
"70931",70.32568359375,33.9611320495605,1117,70931,"Pakistan",NA
"70939",71.095703125,34.3694343566895,1117,70939,"Pakistan",NA
"70947",71.2941436767578,34.8677253723145,1117,70947,"Pakistan",NA
"70955",71.5772476196289,35.2479972839355,1117,70955,"Pakistan",NA
"70963",71.4835891723633,35.714599609375,1117,70963,"Pakistan",NA
"70971",71.4632797241211,36.2932624816895,1117,70971,"Pakistan",NA
"70979",72.15673828125,36.7008819580078,1117,70979,"Pakistan",NA
"70987",73.1167984008789,36.8685569763184,1117,70987,"Pakistan",NA
"70995",74.4310607910156,36.9836921691895,1117,70995,"Pakistan",NA
"71003",75.0539093017578,36.9871597290039,1117,71003,"Pakistan",NA
"71011",75.7721633911133,36.6949234008789,1117,71011,"Pakistan",NA
"71019",75.9048843383789,36.0884742736816,1117,71019,"Pakistan",NA
"71027",76.2516555786133,35.8109397888184,1117,71027,"Pakistan",NA
